17,633
16,923
20,692
16,185
16,472
16,209
19,06
17,148
16,123
18,703
24,27
19,94
16,576
16,481
18,772
19,883
18,335
17,9
16,531
17,723
20,603
18,56
17,517
19,715
24,917
16,837
19,278
16,736
18,651
20,43
17,004
16,389
19,316
17,865
15,94
17,977
19,292
17,656
22,77
21,746
19,23
16,237
16,68
18,021
18,344
16,672
17,017
16,522
16,909
17,959
18,434
20,372
20,424
19,817
17,282
16,04
16,992
16,497
18,027
16,696
18,369
16,772
16,62
16,836
21,71
15,884
21,46
18,948
18,908
16,87
15,794
16,41
16,977
17,756
16,029
16,776
17,616
15,546
17,142
16,747
23,406
16,47
15,893
15,905
16,454
17,249
16,595
18,105
16,823
16,316
18,384
16,77
17,242
17,223
21,709
15,804
18,071
16,473
19,453
16,572
16,524
18,021
18,223
17,473
17,408
17,047
17,962
16,817
19,95
15,451
15,491
16,03
17,184
18,09
19,487
15,529
17,282
17,277
20,312
17,059
17,192
22,226
19,402
18,078
17,889
16,673
16,406
18,953
17,708
17,854
21,688
18,559
19,464
18,393
21,612
28,553
17,011
17,776
18,413
17,482
18,433
19,181
17,617
16,968
17,954
15,358
15,727
17,343
15,761
23,375
16,393
17,734
17,122
17,12
16,789
16,008
17,858
16,913
15,994
19,56
15,928
16,429
18,16
24,708
18,618
19,41
17,924
17,83
16,157
17,917
15,74
16,301
16,551
19,969
19,568
